@RELATION pacman

@ATTRIBUTE columna_pacman NUMERIC
@ATTRIBUTE fila_pacman NUMERIC
@ATTRIBUTE num_fantasmas NUMERIC
@ATTRIBUTE num_fantasmas_vivos NUMERIC
@ATTRIBUTE columna_fantasma_1 NUMERIC
@ATTRIBUTE fila_fantasma_1 NUMERIC
@ATTRIBUTE columna_fantasma_2 NUMERIC
@ATTRIBUTE fila_fantasma_2 NUMERIC
@ATTRIBUTE columna_fantasma_3 NUMERIC
@ATTRIBUTE fila_fantasma_3 NUMERIC
@ATTRIBUTE columna_fantasma_4 NUMERIC
@ATTRIBUTE fila_fantasma_4 NUMERIC
@ATTRIBUTE dist_1 NUMERIC
@ATTRIBUTE dist_2 NUMERIC
@ATTRIBUTE dist_3 NUMERIC
@ATTRIBUTE dist_4 NUMERIC
@ATTRIBUTE columna_fantasma_mas_cercano NUMERIC
@ATTRIBUTE fila_fantasma_mas_cercano NUMERIC
@ATTRIBUTE dist_columna_fantasma_cercano NUMERIC
@ATTRIBUTE dist_fila_fantasma_cercano NUMERIC
@ATTRIBUTE dist_fantasma_cercano NUMERIC
@ATTRIBUTE num_comida NUMERIC
@ATTRIBUTE dist_comida NUMERIC
@ATTRIBUTE isWallNorth {False, True}
@ATTRIBUTE isWallSouth {False, True}
@ATTRIBUTE isWallEast {False, True}
@ATTRIBUTE isWallWest {False, True}
@ATTRIBUTE distNorth NUMERIC
@ATTRIBUTE distSouth NUMERIC
@ATTRIBUTE distEast NUMERIC
@ATTRIBUTE distWest NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE dir_anterior_pacman {Stop, East, West, North, South}
@ATTRIBUTE dir_pacman {Stop, East, West, North, South}
@ATTRIBUTE next_score NUMERIC

@DATA
1,8,4,1,1,1,2,6,5,1,7,1,-1,3,-1,-1,2,6,1,2,3,279,1,False,False,False,True,10,6,2,1,6338,West,South,6437
2,8,4,1,1,1,2,6,5,1,7,1,-1,2,-1,-1,2,6,0,2,2,278,1,False,False,True,False,10,6,1,2,6437,South,East,6536
13,10,4,4,5,6,5,12,13,7,13,12,12,10,3,3,13,7,0,3,3,1,6,False,False,False,False,5,8,6,8,-1,Stop,East,-2
13,11,4,4,5,6,5,12,13,8,14,12,13,9,3,3,13,8,0,3,3,1,7,False,False,False,False,4,9,6,13,-2,East,North,-3
14,11,4,4,6,6,5,12,13,8,15,12,13,10,4,3,15,12,1,1,2,1,6,False,False,False,False,4,9,5,14,-3,North,East,-4
15,11,4,4,5,6,5,13,13,9,15,13,15,12,4,3,15,13,0,2,2,1,5,False,False,False,False,4,9,4,15,-4,East,East,-5
15,12,4,4,4,6,5,14,13,8,14,13,17,12,6,3,14,13,1,1,2,1,6,False,False,False,False,3,10,4,15,-5,East,North,-6
14,12,4,4,5,6,5,14,12,8,13,13,15,11,6,1,13,13,1,1,2,1,7,False,False,False,False,3,10,5,14,-6,North,West,-7
13,12,4,4,4,6,5,13,12,9,14,13,15,9,4,1,14,13,1,1,2,1,8,False,False,False,False,3,10,6,13,-7,West,West,192
14,12,4,3,3,6,5,13,12,9,7,1,17,10,5,-1,12,9,2,3,5,1,7,False,False,False,False,3,10,5,14,192,West,East,191
13,12,4,3,3,5,5,14,12,10,7,1,17,10,3,-1,12,10,1,2,3,1,8,False,False,False,False,3,10,6,13,191,East,West,190
12,12,4,3,3,5,4,14,12,9,7,1,16,10,3,-1,12,9,0,3,3,1,9,False,False,False,False,3,10,7,12,190,West,West,189
12,11,4,3,3,6,3,14,11,9,7,1,14,12,3,-1,11,9,1,2,3,1,8,False,False,False,False,4,9,7,12,189,West,South,188
11,11,4,3,2,6,3,14,11,9,7,1,14,11,2,-1,11,9,0,2,2,1,9,False,False,False,False,4,9,8,11,188,South,West,187
11,10,4,3,2,7,4,14,11,9,7,1,12,11,1,-1,11,9,0,1,1,1,8,False,False,False,False,5,8,8,6,187,West,South,386
11,9,4,2,2,8,4,13,5,1,7,1,10,11,-1,-1,2,8,9,1,10,1,7,False,False,False,False,6,7,8,11,386,South,South,385
10,9,4,2,2,7,4,14,5,1,7,1,10,11,-1,-1,2,7,8,2,10,1,8,False,False,False,False,6,7,9,10,385,South,West,384
9,9,4,2,3,7,4,13,5,1,7,1,8,9,-1,-1,3,7,6,2,8,1,9,False,False,False,False,6,7,10,9,384,West,West,383
8,9,4,2,3,6,4,14,5,1,7,1,8,9,-1,-1,3,6,5,3,8,1,10,False,False,False,False,6,7,11,8,383,West,West,382
7,9,4,2,4,6,4,14,5,1,7,1,6,8,-1,-1,4,6,3,3,6,1,11,False,False,False,False,6,7,12,7,382,West,West,381
6,9,4,2,3,6,4,13,5,1,7,1,6,6,-1,-1,3,6,3,3,6,1,12,False,False,False,False,6,7,13,6,381,West,West,380
6,10,4,2,3,5,4,13,5,1,7,1,8,5,-1,-1,4,13,2,3,5,1,13,False,False,False,True,5,8,13,1,380,West,North,379
6,11,4,2,3,6,3,13,5,1,7,1,8,5,-1,-1,3,13,3,2,5,1,14,False,False,False,False,4,9,13,6,379,North,North,378
5,11,4,2,3,7,3,14,5,1,7,1,6,5,-1,-1,3,14,2,3,5,1,15,False,True,False,False,4,1,14,5,378,North,West,377
4,11,4,2,3,6,3,13,5,1,7,1,6,3,-1,-1,3,13,1,2,3,1,16,False,True,False,False,4,1,15,4,377,West,West,376
3,11,4,2,2,6,3,12,5,1,7,1,6,1,-1,-1,3,12,0,1,1,1,17,False,True,False,False,4,1,16,3,376,West,West,575
3,12,4,1,1,6,3,1,5,1,7,1,8,-1,-1,-1,1,6,2,6,8,1,18,False,False,False,False,3,2,16,3,575,West,North,574
4,12,4,1,2,6,3,1,5,1,7,1,8,-1,-1,-1,2,6,2,6,8,1,17,False,False,False,False,3,2,15,4,574,North,East,573
5,12,4,1,2,6,3,1,5,1,7,1,9,-1,-1,-1,2,6,3,6,9,1,16,False,False,False,False,3,2,14,5,573,East,East,572
6,12,4,1,3,6,3,1,5,1,7,1,9,-1,-1,-1,3,6,3,6,9,1,15,False,False,False,False,3,10,13,6,572,East,East,571
6,11,4,1,2,6,3,1,5,1,7,1,9,-1,-1,-1,2,6,4,5,9,1,14,False,False,False,False,4,9,13,6,571,East,South,570
6,10,4,1,2,6,3,1,5,1,7,1,8,-1,-1,-1,2,6,4,4,8,1,13,False,False,False,True,5,8,13,1,570,South,South,569
6,9,4,1,2,5,3,1,5,1,7,1,8,-1,-1,-1,2,5,4,4,8,1,12,False,False,False,False,6,7,13,6,569,South,South,568
5,9,4,1,2,4,3,1,5,1,7,1,8,-1,-1,-1,2,4,3,5,8,1,13,True,False,False,False,1,7,14,5,568,South,West,567
4,9,4,1,2,4,3,1,5,1,7,1,7,-1,-1,-1,2,4,2,5,7,1,14,True,False,False,False,1,7,15,4,567,West,West,566
3,9,4,1,3,4,3,1,5,1,7,1,5,-1,-1,-1,3,4,0,5,5,1,15,True,False,False,False,1,7,16,3,566,West,West,565
3,8,4,1,3,3,3,1,5,1,7,1,5,-1,-1,-1,3,3,0,5,5,1,16,False,False,False,False,2,6,16,3,565,West,South,564
3,7,4,1,4,3,3,1,5,1,7,1,5,-1,-1,-1,4,3,1,4,5,1,17,False,False,False,False,3,5,16,3,564,South,South,563
4,7,4,1,4,4,3,1,5,1,7,1,3,-1,-1,-1,4,4,0,3,3,1,16,False,False,False,False,3,5,15,4,563,South,East,562
4,6,4,1,4,4,3,1,5,1,7,1,2,-1,-1,-1,4,4,0,2,2,1,17,False,False,False,False,4,4,15,4,562,East,South,561
4,5,4,1,5,4,3,1,5,1,7,1,2,-1,-1,-1,5,4,1,1,2,1,18,False,False,False,False,5,3,15,4,561,South,South,560
5,5,4,1,4,4,3,1,5,1,7,1,2,-1,-1,-1,4,4,1,1,2,1,17,False,False,False,False,5,3,14,5,560,South,East,559
4,5,4,1,5,4,3,1,5,1,7,1,2,-1,-1,-1,5,4,1,1,2,1,18,False,False,False,False,5,3,15,4,559,East,West,558
5,5,4,1,6,4,3,1,5,1,7,1,2,-1,-1,-1,6,4,1,1,2,1,17,False,False,False,False,5,3,14,5,558,West,East,557
6,5,4,1,6,3,3,1,5,1,7,1,2,-1,-1,-1,6,3,0,2,2,1,16,False,False,False,False,10,3,13,6,557,East,East,556
2,6,4,4,7,4,9,6,11,4,16,6,7,7,11,15,7,4,5,2,7,0,-1,True,True,False,False,1,1,17,2,-1,Stop,East,-2
3,6,4,4,7,3,8,6,10,4,16,5,7,5,9,15,8,6,5,0,5,0,-1,True,True,False,False,1,1,16,3,-2,East,East,-3
4,6,4,4,7,4,9,6,10,4,16,4,5,5,8,13,7,4,3,2,5,0,-1,True,True,False,False,1,1,15,4,-3,East,East,-4
5,6,4,4,7,4,9,6,9,4,16,5,4,4,6,12,7,4,2,2,4,0,-1,True,True,False,False,1,1,14,5,-4,East,East,-5
6,6,4,4,7,3,9,6,8,4,16,5,4,3,4,10,9,6,3,0,3,0,-1,True,True,False,False,1,1,13,6,-5,East,East,-6
7,6,4,4,8,3,10,6,8,3,16,6,4,3,4,10,10,6,3,0,3,0,-1,True,False,False,False,1,4,12,7,-6,East,East,-7
8,6,4,4,7,3,11,6,8,4,17,6,4,3,2,8,8,4,0,2,2,0,-1,True,True,False,False,1,1,11,8,-7,East,East,-8
9,6,4,4,6,3,11,6,8,4,16,6,6,2,3,6,11,6,2,0,2,0,-1,True,True,False,False,1,1,10,9,-8,East,East,-9
10,6,4,4,7,3,12,6,7,4,15,6,6,2,5,5,12,6,2,0,2,0,-1,True,True,False,False,1,1,9,10,-9,East,East,-10
11,6,4,4,8,3,12,6,7,5,15,6,6,1,5,5,12,6,1,0,1,0,-1,True,True,False,False,1,1,8,11,-10,East,East,189
12,6,4,3,9,3,3,1,7,4,16,6,6,-1,7,3,16,6,4,0,4,0,-1,True,True,False,False,1,1,7,12,189,East,East,188
13,6,4,3,8,3,3,1,6,4,15,6,8,-1,9,2,15,6,2,0,2,0,-1,True,True,False,False,1,1,6,13,188,East,East,187
14,6,4,3,9,3,3,1,6,3,15,6,8,-1,11,1,15,6,1,0,1,0,-1,True,False,False,False,1,4,5,14,187,East,East,386
15,6,4,2,10,3,3,1,6,3,7,1,8,-1,12,-1,10,3,5,3,8,0,-1,True,True,False,False,1,1,4,15,386,East,East,385
14,6,4,2,10,3,3,1,5,3,7,1,7,-1,12,-1,10,3,4,3,7,0,-1,True,False,False,False,1,4,5,14,385,East,West,384
14,5,4,2,10,4,3,1,4,3,7,1,5,-1,12,-1,10,4,4,1,5,0,-1,False,False,True,True,2,3,1,1,384,West,South,383
14,4,4,2,9,4,3,1,5,3,7,1,5,-1,10,-1,9,4,5,0,5,0,-1,False,False,False,False,3,2,5,14,383,South,South,382
13,4,4,2,9,3,3,1,4,3,7,1,5,-1,10,-1,9,3,4,1,5,0,-1,True,False,False,False,1,2,6,13,382,South,West,381
12,4,4,2,9,3,3,1,3,3,7,1,4,-1,10,-1,9,3,3,1,4,0,-1,True,False,False,False,1,2,7,12,381,West,West,380
11,4,4,2,10,3,3,1,2,3,7,1,2,-1,10,-1,10,3,1,1,2,0,-1,True,False,False,False,1,2,8,11,380,West,West,579
10,4,4,1,1,1,3,1,2,3,7,1,-1,-1,9,-1,2,3,8,1,9,0,-1,True,False,False,False,1,2,9,10,579,West,West,578
9,4,4,1,1,1,3,1,2,4,7,1,-1,-1,7,-1,2,4,7,0,7,0,-1,True,False,False,False,1,2,10,9,578,West,West,577
8,4,4,1,1,1,3,1,2,4,7,1,-1,-1,6,-1,2,4,6,0,6,0,-1,True,False,False,False,1,2,11,8,577,West,West,576
7,4,4,1,1,1,3,1,3,4,7,1,-1,-1,4,-1,3,4,4,0,4,0,-1,False,False,False,False,3,2,12,7,576,West,West,575
6,4,4,1,1,1,3,1,3,3,7,1,-1,-1,4,-1,3,3,3,1,4,0,-1,True,False,False,False,1,2,13,6,575,West,West,574
5,4,4,1,1,1,3,1,2,3,7,1,-1,-1,4,-1,2,3,3,1,4,0,-1,True,False,False,False,1,2,14,5,574,West,West,573
1,17,4,4,6,9,11,3,18,6,25,13,13,24,28,28,6,9,5,8,13,0,-1,False,False,True,True,2,15,1,1,-1,Stop,South,-2
1,16,4,4,6,9,11,4,17,6,25,13,12,22,26,27,6,9,5,7,12,0,-1,False,False,False,True,3,14,17,1,-2,South,South,-3
1,15,4,4,6,8,10,4,18,6,25,13,12,20,26,25,6,8,5,7,12,0,-1,False,False,False,True,4,13,17,1,-3,South,South,-4
1,14,4,4,6,7,10,5,18,5,25,14,12,18,26,25,6,7,5,7,12,0,-1,False,False,False,True,5,12,10,1,-4,South,South,-5
1,13,4,4,6,6,11,5,18,6,25,13,12,18,24,24,6,6,5,7,12,0,-1,False,False,True,True,6,11,1,1,-5,South,South,-6
1,12,4,4,5,6,11,4,18,5,25,13,10,18,24,25,5,6,4,6,10,0,-1,False,False,False,True,7,10,20,1,-6,South,South,-7
1,11,4,4,5,5,11,5,19,5,25,13,10,16,24,26,5,5,4,6,10,0,-1,False,False,True,True,8,9,1,1,-7,South,South,-8
1,10,4,4,4,5,10,5,19,4,25,13,8,14,24,27,4,5,3,5,8,0,-1,False,False,True,True,9,8,1,1,-8,South,South,-9
1,9,4,4,4,6,10,4,19,5,25,13,6,14,22,28,4,6,3,3,6,0,-1,False,False,True,True,10,7,1,1,-9,South,South,-10
1,8,4,4,5,6,9,4,20,5,25,13,6,12,22,29,5,6,4,2,6,0,-1,False,False,True,True,11,6,1,1,-10,South,South,-11
1,7,4,4,5,7,9,5,20,5,25,13,4,10,21,30,5,7,4,0,4,0,-1,False,False,True,True,12,5,1,1,-11,South,South,-12
1,6,4,4,4,7,9,6,19,5,25,13,4,8,19,32,4,7,3,1,4,0,-1,False,False,False,True,13,4,11,1,-12,South,South,-13
2,6,4,4,4,6,9,6,18,5,25,14,2,7,17,31,4,6,2,0,2,0,-1,True,False,False,False,1,4,10,2,-13,South,East,-14
3,6,4,4,4,5,10,6,18,4,25,14,2,7,17,31,4,5,1,1,2,0,-1,False,False,False,False,5,4,9,3,-14,East,East,-15
4,6,4,4,4,4,10,5,19,4,25,15,2,7,17,30,4,4,0,2,2,0,-1,False,False,False,False,5,4,8,4,-15,East,East,184
4,5,4,3,1,1,10,5,18,4,25,15,-1,6,15,32,10,5,6,0,6,0,-1,False,False,False,False,6,3,2,4,184,East,South,183
5,5,4,3,1,1,10,4,18,4,25,16,-1,6,14,30,10,4,5,1,6,0,-1,False,False,True,False,6,3,1,5,183,South,East,182
5,6,4,3,1,1,11,4,17,4,25,15,-1,8,14,30,11,4,6,2,8,0,-1,False,False,False,False,5,4,7,5,182,East,North,181
6,6,4,3,1,1,10,4,16,4,25,16,-1,6,12,30,10,4,4,2,6,0,-1,False,True,False,False,5,1,6,6,181,North,East,180
7,6,4,3,1,1,10,3,17,4,25,17,-1,6,12,29,10,3,3,3,6,0,-1,True,True,False,False,1,1,5,7,180,East,East,179
8,6,4,3,1,1,10,4,17,5,25,17,-1,4,10,28,10,4,2,2,4,0,-1,False,False,False,False,11,4,4,8,179,East,East,178
9,6,4,3,1,1,10,5,17,5,25,17,-1,2,9,26,10,5,1,1,2,0,-1,False,False,False,False,11,4,3,9,178,East,East,177
10,6,4,3,1,1,11,5,17,5,25,16,-1,2,8,25,11,5,1,1,2,0,-1,False,False,False,False,11,4,2,10,177,East,East,176
11,6,4,3,1,1,10,5,17,6,25,16,-1,2,6,23,10,5,1,1,2,0,-1,False,False,True,False,7,4,1,11,176,East,East,175
10,6,4,3,1,1,10,5,17,5,25,15,-1,1,8,25,10,5,0,1,1,0,-1,False,False,False,False,11,4,2,10,175,East,West,374
10,5,4,2,1,1,3,1,17,5,25,16,-1,-1,7,26,17,5,7,0,7,0,-1,False,False,False,False,12,3,2,3,374,West,South,373
11,5,4,2,1,1,3,1,17,6,25,16,-1,-1,7,25,17,6,6,1,7,0,-1,False,False,True,False,8,3,1,4,373,South,East,372
11,6,4,2,1,1,3,1,17,5,25,16,-1,-1,7,23,17,5,6,1,7,0,-1,False,False,True,False,7,4,1,11,372,East,North,371
11,7,4,2,1,1,3,1,17,5,24,16,-1,-1,8,21,17,5,6,2,8,0,-1,False,False,True,False,6,5,1,4,371,North,North,370
11,8,4,2,1,1,3,1,17,4,23,16,-1,-1,10,20,17,4,6,4,10,0,-1,False,False,True,False,5,6,1,4,370,North,North,369
11,9,4,2,1,1,3,1,17,4,23,16,-1,-1,11,19,17,4,6,5,11,0,-1,False,False,True,False,4,7,1,4,369,North,North,368
11,10,4,2,1,1,3,1,16,4,23,16,-1,-1,11,19,16,4,5,6,11,0,-1,False,False,True,False,3,8,1,4,368,North,North,367
11,11,4,2,1,1,3,1,16,4,24,16,-1,-1,12,17,16,4,5,7,12,0,-1,False,False,True,False,2,9,1,4,367,North,North,366
11,12,4,2,1,1,3,1,16,3,23,16,-1,-1,14,17,16,3,5,9,14,0,-1,True,False,False,False,1,10,10,11,366,North,North,365
12,12,4,2,1,1,3,1,16,4,24,16,-1,-1,12,15,16,4,4,8,12,0,-1,True,True,False,False,1,1,9,12,365,North,East,364
13,12,4,2,1,1,3,1,17,4,23,16,-1,-1,12,15,17,4,4,8,12,0,-1,True,False,False,False,1,10,8,13,364,East,East,363
14,12,4,2,1,1,3,1,18,4,24,16,-1,-1,12,13,18,4,4,8,12,0,-1,False,False,False,False,7,10,7,14,363,East,East,362
14,11,4,2,1,1,3,1,18,5,24,15,-1,-1,10,15,18,5,4,6,10,0,-1,False,False,False,False,8,9,7,2,362,East,South,361
14,10,4,2,1,1,3,1,19,5,24,16,-1,-1,10,16,19,5,5,5,10,0,-1,False,False,False,False,9,8,12,2,361,South,South,360
14,9,4,2,1,1,3,1,19,5,24,16,-1,-1,9,17,19,5,5,4,9,0,-1,False,False,True,False,10,7,1,2,360,South,South,359
14,8,4,2,1,1,3,1,19,4,24,16,-1,-1,9,17,19,4,5,4,9,0,-1,False,False,False,False,11,6,12,2,359,South,South,358
14,7,4,2,1,1,3,1,19,3,24,15,-1,-1,9,17,19,3,5,4,9,0,-1,False,False,True,False,12,5,1,2,358,South,South,357
14,6,4,2,1,1,3,1,18,3,24,14,-1,-1,7,19,18,3,4,3,7,0,-1,False,False,False,False,13,4,12,2,357,South,South,356
15,6,4,2,1,1,3,1,17,3,24,15,-1,-1,5,19,17,3,2,3,5,0,-1,True,True,False,False,1,1,11,3,356,South,East,355
16,6,4,2,1,1,3,1,16,3,25,15,-1,-1,3,17,16,3,0,3,3,0,-1,True,True,False,False,1,1,10,4,355,East,East,354
17,6,4,2,1,1,3,1,16,3,25,14,-1,-1,4,16,16,3,1,3,4,0,-1,True,False,False,False,1,4,9,5,354,East,East,353
17,5,4,2,1,1,3,1,17,3,25,14,-1,-1,2,18,17,3,0,2,2,0,-1,False,False,False,True,2,3,4,1,353,East,South,352
17,4,4,2,1,1,3,1,16,3,25,15,-1,-1,2,18,16,3,1,1,2,0,-1,False,False,False,False,3,2,9,5,352,South,South,351
16,4,4,2,1,1,3,1,15,3,24,15,-1,-1,2,19,15,3,1,1,2,0,-1,True,False,False,False,1,2,10,4,351,South,West,350
15,4,4,2,1,1,3,1,16,3,24,15,-1,-1,2,20,16,3,1,1,2,0,-1,True,False,False,False,1,2,11,3,350,West,West,349
16,4,4,2,1,1,3,1,16,3,24,15,-1,-1,1,18,16,3,0,1,1,0,-1,True,False,False,False,1,2,10,4,349,West,East,548
16,3,4,1,1,1,3,1,5,1,23,15,-1,-1,-1,18,23,15,7,12,19,0,-1,False,True,False,False,2,1,10,4,548,East,South,547
15,3,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,18,23,14,8,11,19,0,-1,False,True,False,False,2,1,11,3,547,South,West,546
14,3,4,1,1,1,3,1,5,1,23,13,-1,-1,-1,19,23,13,9,10,19,0,-1,False,True,False,False,16,1,12,2,546,West,West,545
14,4,4,1,1,1,3,1,5,1,23,13,-1,-1,-1,18,23,13,9,9,18,0,-1,False,False,False,False,15,2,12,2,545,West,North,544
14,5,4,1,1,1,3,1,5,1,23,13,-1,-1,-1,16,23,13,9,8,17,0,-1,False,False,True,False,14,3,1,2,544,North,North,543
14,6,4,1,1,1,3,1,5,1,22,13,-1,-1,-1,16,22,13,8,7,15,0,-1,False,False,False,False,13,4,12,2,543,North,North,542
14,7,4,1,1,1,3,1,5,1,22,14,-1,-1,-1,16,22,14,8,7,15,0,-1,False,False,True,False,12,5,1,2,542,North,North,541
14,8,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,16,23,14,9,6,15,0,-1,False,False,False,False,11,6,12,2,541,North,North,540
14,9,4,1,1,1,3,1,5,1,24,14,-1,-1,-1,16,24,14,10,5,15,0,-1,False,False,True,False,10,7,1,2,540,North,North,539
14,10,4,1,1,1,3,1,5,1,24,15,-1,-1,-1,16,24,15,10,5,15,0,-1,False,False,False,False,9,8,12,2,539,North,North,538
15,10,4,1,1,1,3,1,5,1,24,16,-1,-1,-1,14,24,16,9,6,15,0,-1,False,True,False,False,3,1,11,3,538,North,East,537
16,10,4,1,1,1,3,1,5,1,23,16,-1,-1,-1,12,23,16,7,6,13,0,-1,False,True,False,False,3,1,10,4,537,East,East,536
17,10,4,1,1,1,3,1,5,1,23,15,-1,-1,-1,10,23,15,6,5,11,0,-1,False,True,False,False,9,1,9,5,536,East,East,535
18,10,4,1,1,1,3,1,5,1,22,15,-1,-1,-1,10,22,15,4,5,9,0,-1,False,True,False,False,5,1,8,6,535,East,East,534
19,10,4,1,1,1,3,1,5,1,23,15,-1,-1,-1,8,23,15,4,5,9,0,-1,False,True,False,False,5,1,7,7,534,East,East,533
20,10,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,7,23,14,3,4,7,0,-1,False,True,False,False,9,1,6,8,533,East,East,532
20,11,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,5,23,14,3,3,6,0,-1,False,False,True,False,8,2,1,8,532,East,North,531
20,12,4,1,1,1,3,1,5,1,23,13,-1,-1,-1,4,23,13,3,1,4,0,-1,False,False,True,False,7,3,1,20,531,North,North,530
20,13,4,1,1,1,3,1,5,1,23,13,-1,-1,-1,4,23,13,3,0,3,0,-1,False,False,True,False,6,4,1,4,530,North,North,529
20,14,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,4,23,14,3,0,3,0,-1,False,False,True,False,5,5,1,9,529,North,North,528
20,15,4,1,1,1,3,1,5,1,24,14,-1,-1,-1,6,24,14,4,1,5,0,-1,False,False,False,True,4,6,6,1,528,North,North,527
21,15,4,1,1,1,3,1,5,1,25,14,-1,-1,-1,5,25,14,4,1,5,0,-1,False,True,False,False,4,1,5,2,527,North,East,526
22,15,4,1,1,1,3,1,5,1,25,14,-1,-1,-1,3,25,14,3,1,4,0,-1,False,False,False,False,2,3,4,3,526,East,East,525
23,15,4,1,1,1,3,1,5,1,24,14,-1,-1,-1,1,24,14,1,1,2,0,-1,False,False,False,False,2,3,3,4,525,East,East,524
24,15,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,3,23,14,1,1,2,0,-1,False,False,False,False,2,2,2,5,524,East,East,523
8,3,4,4,7,9,10,9,10,9,11,9,7,8,8,8,7,9,1,6,7,113,1,True,True,False,False,1,1,6,3,99,Stop,West,198
7,3,4,4,6,9,10,9,9,9,10,9,7,9,8,10,6,9,1,6,7,112,1,True,True,False,False,1,1,7,2,198,West,West,297
6,3,4,4,5,9,11,9,8,9,10,10,7,11,8,10,5,9,1,6,7,111,1,False,True,False,True,11,1,8,1,297,West,West,396
6,4,4,4,5,9,10,9,9,9,9,10,6,9,8,8,5,9,1,5,6,110,1,False,False,True,True,10,2,1,1,396,West,North,495
6,5,4,4,5,9,9,9,9,9,9,9,5,7,7,7,5,9,1,4,5,109,1,False,False,False,False,9,3,8,4,495,North,North,594
5,5,4,4,5,9,10,9,8,9,9,9,4,9,7,9,5,9,0,4,4,108,1,False,True,False,False,5,1,9,3,594,North,West,693
5,6,4,4,4,9,11,9,7,9,9,10,4,9,5,9,4,9,1,3,4,107,1,False,False,False,False,4,2,2,3,693,West,North,792
4,6,4,4,3,9,10,9,7,9,9,11,4,9,6,10,3,9,1,3,4,106,1,False,False,False,False,4,4,3,2,792,North,West,891
3,6,4,4,3,10,10,9,6,9,9,11,4,10,6,11,3,10,0,4,4,105,1,False,False,False,True,6,2,4,1,891,West,West,990
3,7,4,4,3,11,10,10,7,9,9,11,4,10,6,11,3,11,0,4,4,104,1,False,False,False,True,5,3,4,1,990,West,North,1089
3,8,4,4,3,10,10,11,8,9,10,11,2,10,6,9,3,10,0,2,2,103,1,False,False,False,True,4,4,4,1,1089,North,North,1188
3,9,4,4,3,11,10,11,9,9,10,10,2,9,6,8,3,11,0,2,2,102,1,False,False,False,False,3,5,9,3,1188,North,North,1487
3,10,4,3,1,1,10,10,8,9,10,10,-1,7,6,6,8,9,5,1,6,101,1,False,False,True,True,2,6,1,1,1487,North,North,1486
3,9,4,3,1,1,10,9,7,9,9,10,-1,7,4,7,7,9,4,0,4,101,1,False,False,False,False,3,5,9,3,1486,North,South,1585
4,9,4,3,1,1,10,9,7,9,9,10,-1,6,3,7,7,9,3,0,3,100,1,True,False,False,False,1,7,8,4,1585,South,East,1684
5,9,4,3,1,1,10,10,8,9,10,10,-1,6,3,5,8,9,3,0,3,99,1,True,False,False,False,1,5,7,5,1684,East,East,1783
6,9,4,3,1,1,9,10,7,9,10,9,-1,4,1,4,7,9,1,0,1,98,1,False,False,False,False,5,7,6,6,1783,East,East,1982
7,9,4,2,1,1,9,11,5,1,10,9,-1,4,-1,2,10,9,3,0,3,98,2,True,True,False,False,1,1,5,7,1982,East,East,2181
8,9,4,1,1,1,9,11,5,1,9,9,-1,3,-1,-1,9,11,1,2,3,98,3,True,True,False,False,1,1,4,8,2181,East,East,2180
9,9,4,1,1,1,9,12,5,1,7,1,-1,3,-1,-1,9,12,0,3,3,98,2,False,True,False,False,5,1,3,9,2180,East,East,2179
9,10,4,1,1,1,9,13,5,1,7,1,-1,3,-1,-1,9,13,0,3,3,98,1,False,False,False,True,4,2,2,1,2179,East,North,2278
9,11,4,1,1,1,9,13,5,1,7,1,-1,2,-1,-1,9,13,0,2,2,97,1,False,False,False,True,3,3,2,1,2278,North,North,2377
19,17,4,4,1,7,2,7,18,3,28,6,28,27,15,21,18,3,1,14,15,336,1,True,False,False,True,1,11,2,1,99,Stop,West,198
19,16,4,4,1,8,1,7,19,3,28,5,26,27,13,20,19,3,0,13,13,335,1,False,False,False,False,2,10,3,4,198,West,South,297
19,15,4,4,1,8,1,7,19,3,28,5,25,26,12,20,19,3,0,12,12,334,1,False,False,False,True,3,9,6,1,297,South,South,396
19,14,4,4,1,8,1,7,19,3,28,4,24,25,11,18,19,3,0,11,11,333,1,False,False,False,True,4,8,2,1,396,South,South,495
19,13,4,4,1,9,1,7,19,3,28,5,22,24,10,17,19,3,0,10,10,332,1,False,False,False,False,5,7,3,8,495,South,South,594
19,12,4,4,1,8,2,7,20,3,28,5,22,22,10,16,20,3,1,9,10,331,1,False,False,False,True,6,6,2,1,594,South,South,693
19,11,4,4,1,8,1,7,19,3,28,5,21,22,8,14,19,3,0,8,8,330,1,False,False,False,False,7,5,10,8,693,South,South,792
19,10,4,4,1,7,1,6,19,3,28,6,21,22,7,12,19,3,0,7,7,329,1,False,False,False,True,8,4,2,1,792,South,South,891
19,9,4,4,1,6,1,7,20,3,28,7,21,20,7,10,20,3,1,6,7,328,1,False,False,True,False,9,3,1,19,891,South,South,990
19,8,4,4,1,7,1,6,20,4,28,8,19,20,5,9,20,4,1,4,5,327,1,False,False,False,True,10,2,2,1,990,South,South,1089
20,8,4,4,1,8,1,5,20,5,28,8,19,22,3,9,20,5,0,3,3,326,1,True,False,True,False,1,6,1,2,1089,South,East,1188
