@relation 'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,5-12,17-18'

@attribute num_fantasmas numeric
@attribute num_fantasmas_vivos numeric
@attribute dist_1 numeric
@attribute dist_2 numeric
@attribute dist_3 numeric
@attribute dist_4 numeric
@attribute dist_columna_fantasma_cercano numeric
@attribute dist_fila_fantasma_cercano numeric
@attribute dist_fantasma_cercano numeric
@attribute num_comida numeric
@attribute dist_comida numeric
@attribute isWallNorth {False,True}
@attribute isWallSouth {False,True}
@attribute isWallEast {False,True}
@attribute isWallWest {False,True}
@attribute distNorth numeric
@attribute distSouth numeric
@attribute distEast numeric
@attribute distWest numeric
@attribute score numeric
@attribute dir_anterior_pacman {Stop,East,West,North,South}
@attribute dir_pacman {Stop,East,West,North,South}
@attribute next_score numeric

@data
4,2,14,8,-1,-1,5,3,8,1,6,False,False,False,False,5,8,6,8,376,West,West,375
4,2,13,6,-1,-1,3,3,6,1,7,False,False,False,False,5,8,7,7,375,West,West,374
4,2,13,4,-1,-1,2,2,4,1,8,False,False,False,False,5,8,8,6,374,West,West,373
4,2,13,3,-1,-1,1,2,3,1,9,False,False,False,False,5,8,9,5,373,West,West,372
4,2,11,1,-1,-1,0,1,1,1,8,False,False,False,False,6,7,9,10,372,West,South,571
4,1,11,-1,-1,-1,6,5,11,1,9,False,False,False,False,7,6,9,10,571,South,South,570
4,1,10,-1,-1,-1,5,5,10,1,10,False,False,False,False,7,6,10,9,570,South,West,569
4,1,8,-1,-1,-1,4,4,8,1,11,False,False,False,False,7,6,11,8,569,West,West,568
4,1,6,-1,-1,-1,2,4,6,1,12,False,False,False,False,7,6,12,7,568,West,West,567
4,1,6,-1,-1,-1,1,5,6,1,13,False,False,False,False,7,6,13,6,567,West,West,566
4,1,6,-1,-1,-1,2,4,6,1,14,False,False,False,False,8,5,13,6,566,West,South,565
4,1,5,-1,-1,-1,2,3,5,1,15,False,False,False,False,9,4,13,6,565,South,South,564
4,1,3,-1,-1,-1,1,2,3,1,16,False,False,False,False,10,3,13,6,564,South,South,563
4,4,5,7,10,14,4,1,5,0,-1,True,True,False,False,1,1,16,3,-4,East,East,-5
4,4,3,6,8,14,3,0,3,0,-1,True,True,False,False,1,1,15,4,-5,East,East,-6
4,4,3,5,8,13,2,1,3,0,-1,True,True,False,False,1,1,14,5,-6,East,East,-7
4,4,3,5,6,12,1,2,3,0,-1,True,True,False,False,1,1,13,6,-7,East,East,-8
4,4,3,4,6,12,1,2,3,0,-1,True,False,False,False,1,4,12,7,-8,East,East,-9
4,4,2,4,4,11,1,1,2,0,-1,False,False,True,True,2,3,1,1,-9,East,South,-10
4,4,2,5,2,13,2,0,2,0,-1,False,False,False,False,3,2,12,7,-10,South,South,-11
4,4,2,5,3,13,1,1,2,0,-1,True,False,False,False,1,2,13,6,-11,South,West,-12
4,4,1,5,5,15,0,1,1,0,-1,True,False,False,False,1,2,14,5,-12,West,West,187
4,3,-1,5,5,15,2,3,5,0,-1,False,True,False,False,2,1,14,5,187,West,South,186
4,3,-1,3,5,13,1,2,3,0,-1,False,True,False,False,2,1,13,6,186,South,East,185
4,3,-1,3,5,13,1,2,3,0,-1,True,False,False,False,1,2,13,6,185,East,North,184
4,3,-1,3,4,12,1,2,3,0,-1,True,False,False,False,1,2,13,6,184,North,North,183
4,3,-1,3,4,11,1,2,3,0,-1,False,False,False,False,3,2,12,7,183,North,East,182
4,3,-1,2,4,11,1,1,2,0,-1,False,False,True,True,2,3,1,1,182,East,North,181
4,3,-1,1,5,13,1,0,1,0,-1,True,False,False,False,1,4,12,7,181,North,North,380
4,2,-1,-1,5,13,3,2,5,0,-1,True,True,False,False,1,1,13,6,380,North,West,379
4,2,-1,-1,3,13,1,2,3,0,-1,True,False,False,False,1,4,12,7,379,West,East,378
4,2,-1,-1,3,11,1,2,3,0,-1,False,False,True,True,2,3,1,1,378,East,South,377
4,2,-1,-1,1,9,1,0,1,0,-1,False,False,False,False,3,2,12,7,377,South,South,376
4,2,-1,-1,1,11,1,0,1,0,-1,False,True,False,False,4,1,12,7,376,South,South,575
4,1,-1,-1,-1,9,9,1,10,0,-1,False,True,False,False,2,1,11,8,575,South,East,574
4,1,-1,-1,-1,7,8,0,8,0,-1,False,True,False,False,2,1,10,9,574,East,East,573
