@relation 'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,5-12,17-18'

@attribute num_fantasmas numeric
@attribute num_fantasmas_vivos numeric
@attribute dist_1 numeric
@attribute dist_2 numeric
@attribute dist_3 numeric
@attribute dist_4 numeric
@attribute dist_columna_fantasma_cercano numeric
@attribute dist_fila_fantasma_cercano numeric
@attribute dist_fantasma_cercano numeric
@attribute num_comida numeric
@attribute dist_comida numeric
@attribute isWallNorth {False,True}
@attribute isWallSouth {False,True}
@attribute isWallEast {False,True}
@attribute isWallWest {False,True}
@attribute distNorth numeric
@attribute distSouth numeric
@attribute distEast numeric
@attribute distWest numeric
@attribute score numeric
@attribute dir_anterior_pacman {Stop,East,West,North,South}
@attribute dir_pacman {Stop,East,West,North,South}
@attribute next_score numeric

@data
4,2,3,-1,9,-1,0,3,3,1,11,False,False,False,False,7,6,11,8,378,East,South,377
4,2,1,-1,8,-1,0,1,1,1,12,False,False,False,False,8,5,11,8,377,South,South,576
4,1,-1,-1,8,-1,7,1,8,1,13,False,False,False,False,9,4,11,8,576,South,South,575
4,1,-1,-1,8,-1,7,1,8,1,12,False,False,False,False,9,4,10,9,575,South,East,574
4,1,-1,-1,8,-1,6,2,8,1,11,False,False,False,False,9,4,9,10,574,East,East,573
4,1,-1,-1,7,-1,5,2,7,1,10,False,False,False,False,9,4,8,11,573,East,East,572
4,1,-1,-1,5,-1,3,2,5,1,9,False,False,False,False,9,4,7,12,572,East,East,571
4,1,-1,-1,5,-1,2,3,5,1,8,False,False,False,False,9,4,6,13,571,East,East,570
4,1,-1,-1,4,-1,1,3,4,1,7,False,False,False,False,9,4,5,14,570,East,East,569
4,1,-1,-1,4,-1,0,4,4,1,6,False,False,False,False,9,4,4,15,569,East,East,568
4,1,-1,-1,4,-1,1,3,4,1,5,False,False,False,False,8,5,4,15,568,East,North,567
4,1,-1,-1,2,-1,0,2,2,1,6,False,False,False,False,8,5,5,14,567,North,West,566
