@relation InstanceResultListener

@attribute Key_Dataset {pacman,'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',pacman-weka.filters.unsupervised.attribute.Remove-R3-15}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.lazy.IBk,weka.classifiers.rules.PART,weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-M 2 -C 0.25 -Q 1',''}
@attribute Key_Scheme_version_ID {-217733168393644444,-3080186098777067172,8121455039782598361,48055541465867954,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 110\nSize of the tree: 219\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 120\nSize of the tree: 239\n','Number of leaves: 112\nSize of the tree: 223\n','Number of leaves: 113\nSize of the tree: 225\n','Number of leaves: 119\nSize of the tree: 237\n','Number of leaves: 124\nSize of the tree: 247\n','Number of leaves: 115\nSize of the tree: 229\n','Number of leaves: 123\nSize of the tree: 245\n','Number of leaves: 116\nSize of the tree: 231\n','Number of leaves: 111\nSize of the tree: 221\n','Number of leaves: 121\nSize of the tree: 241\n','Number of leaves: 125\nSize of the tree: 249\n','Number of leaves: 117\nSize of the tree: 233\n','Number of leaves: 127\nSize of the tree: 253\n','Number of leaves: 128\nSize of the tree: 255\n','Number of leaves: 122\nSize of the tree: 243\n','Number of leaves: 118\nSize of the tree: 235\n','Number of leaves: 126\nSize of the tree: 251\n','Number of leaves: 130\nSize of the tree: 259\n','Number of leaves: 129\nSize of the tree: 257\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 66\nSize of the tree: 131\n','Number of rules: 68\n','Number of rules: 73\n','Number of rules: 78\n','Number of rules: 77\n','Number of rules: 80\n','Number of rules: 81\n','Number of rules: 76\n','Number of rules: 89\n','Number of rules: 72\n','Number of rules: 82\n','Number of rules: 74\n','Number of rules: 83\n','Number of rules: 75\n','Number of rules: 79\n','Number of rules: 69\n','Number of rules: 70\n','Number of rules: 71\n','Number of rules: 84\n','Number of rules: 88\n','Number of rules: 98\n','Number of rules: 95\n','Number of rules: 90\n','Number of rules: 94\n','Number of rules: 106\n','Number of rules: 96\n','Number of rules: 101\n','Number of rules: 99\n','Number of rules: 93\n','Number of rules: 92\n','Number of rules: 100\n','Number of rules: 102\n','Number of rules: 104\n','Number of rules: 103\n','Number of rules: 97\n','Number of rules: 105\n','Number of rules: 86\n','Number of rules: 91\n','Number of rules: 87\n','Number of rules: 48\n','Number of rules: 49\n','Number of rules: 46\n','Number of rules: 44\n','Number of rules: 50\n','Number of rules: 52\n','Number of rules: 45\n','Number of rules: 47\n','Number of rules: 56\n','Number of rules: 59\n','Number of rules: 51\n','Number of rules: 53\n','Number of rules: 40\n','Number of rules: 54\n','Number of rules: 41\n','Number of rules: 57\n','Number of rules: 42\n','Number of rules: 43\n','Number of rules: 55\n','Number of rules: 39\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.536162,0.158178,0.339929,51.999185,87.051765,160.876664,14002.667581,-13841.790916,2.174009,189.225238,-187.051229,89.500633,1.209468,4148.482535,0.8,4,0,0,1,69,0.2,1,1,0.8,0.888889,0.888015,0.9,0.813514,0.648649,0.113536,0.886464,0.351351,0.654276,0.648649,0.649936,0.540785,0.824956,0.597586,0.663218,0.648649,0.068,0.001,0.07,0,70,0,221657,95808,12336,82.432432,34.324324,'Number of rules: 96\n',?,?,96
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,45,29,0,60.810811,39.189189,0,0.485125,0.165208,0.351506,54.405407,90.193387,160.103071,14010.487629,-13850.384558,2.163555,189.330914,-187.167359,84.34667,1.13982,3907.503986,0.8,4,0.028986,2,0.971014,67,0.2,1,0.666667,0.8,0.727273,0.708993,0.984058,0.74,0.608108,0.123443,0.876557,0.391892,0.599339,0.608108,0.601506,0.479266,0.816291,0.626458,0.601332,0.608108,0.083,0,0.08,0,80,0,228802,95808,12336,82.432432,35.405405,'Number of rules: 102\n',?,?,102
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,46,28,0,62.162162,37.837838,0,0.501204,0.164403,0.360996,54.140104,92.62829,160.103071,19365.822413,-19205.719342,2.163555,261.700303,-259.536748,86.448712,1.168226,4004.884688,1,5,0.014493,1,0.985507,68,0,0,0.833333,1,0.909091,0.906232,0.992754,0.833333,0.621622,0.122834,0.877166,0.378378,0.613076,0.621622,0.614242,0.494791,0.778348,0.547425,0.635104,0.621622,0.089,0,0.09,0,90,0,197871,95808,12336,75.675676,35.135135,'Number of rules: 93\n',?,?,93
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,38,36,0,51.351351,48.648649,0,0.360384,0.201743,0.402411,66.43675,103.254957,160.103071,21527.658476,-21367.555405,2.163555,290.914304,-288.750749,67.714636,0.915063,3136.996514,0.8,4,0.014493,1,0.985507,68,0.2,1,0.8,0.8,0.8,0.785507,0.891304,0.623514,0.513514,0.159594,0.840406,0.486486,0.514865,0.513514,0.510725,0.354008,0.732953,0.473394,0.542222,0.513514,0.097,0.001,0.1,0,100,0,198951,95808,12336,72.972973,34.054054,'Number of rules: 86\n',?,?,86
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,42,32,0,56.756757,43.243243,0,0.43295,0.175387,0.373431,57.757471,95.819125,160.103071,16161.782043,-16001.678972,2.163555,218.40246,-216.238905,78.821811,1.06516,3651.555445,0.8,4,0,0,1,69,0.2,1,1,0.8,0.888889,0.888015,0.9,0.813514,0.567568,0.132488,0.867512,0.432432,0.590968,0.567568,0.568501,0.443964,0.798754,0.565869,0.591831,0.567568,0.069,0,0.07,0,70,0,211572,95808,12336,79.72973,34.054054,'Number of rules: 96\n',?,?,96
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,44,30,0,59.459459,40.540541,0,0.476168,0.182905,0.370733,60.233208,95.126818,160.103071,19371.828903,-19211.725832,2.163555,261.781472,-259.617917,81.600049,1.102703,3780.262093,1,5,0.028986,2,0.971014,67,0,0,0.714286,1,0.833333,0.832816,0.985507,0.714286,0.594595,0.119823,0.880177,0.405405,0.605101,0.594595,0.592583,0.46935,0.760211,0.529107,0.620729,0.594595,0.071,0,0.07,0,70,0,200959,95808,12336,75.675676,37.297297,'Number of rules: 93\n',?,?,93
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,49,25,0,66.216216,33.783784,0,0.55486,0.157833,0.32934,52.052604,84.644589,158.811023,14000.561146,-13841.750123,2.146095,189.196772,-187.050677,90.975354,1.229397,4210.815592,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.662162,0.110955,0.889045,0.337838,0.663932,0.662162,0.661794,0.550279,0.82508,0.637438,0.703641,0.662162,0.063,0,0.07,0,70,0,209736,95808,12336,82.432432,37.027027,'Number of rules: 99\n',?,?,99
'pacman-weka.filters.unsupervised.attribute.Remove-R1-2,16-17',10,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,38,36,0,51.351351,48.648649,0,0.343519,0.198962,0.389922,65.616658,100.215004,158.811023,16181.111799,-16022.300776,2.146095,218.663673,-216.517578,67.829614,0.916616,3139.509601,0.75,3,0,0,1,70,0.25,1,1,0.75,0.857143,0.859905,0.991071,0.861111,0.513514,0.174899,0.825101,0.486486,0.504247,0.513514,0.50119,0.343338,0.75321,0.515784,0.529537,0.513514,0.056,0.001,0.05,0,50,0,199357,95808,12336,75.675676,38.918919,'Number of rules: 87\n',?,?,87
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,42,32,0,56.756757,43.243243,0,0.429398,0.167447,0.330118,55.223117,84.844507,158.811023,8659.679381,-8500.868357,2.146095,117.022694,-114.876599,82.708329,1.11768,3828.174392,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.567568,0.132227,0.867773,0.432432,0.580003,0.567568,0.570277,0.440775,0.83149,0.652144,0.600062,0.567568,0.016,0,0.01,0,10,0,111693,47350,6502,82.432432,38.648649,'Number of rules: 48\n',?,?,48
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,53,21,0,71.621622,28.378378,0,0.624093,0.144787,0.290554,47.75018,74.676201,158.811023,2217.35123,-2058.540206,2.146095,29.964206,-27.818111,96.161704,1.299482,4450.867044,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.716216,0.095416,0.904584,0.283784,0.728407,0.716216,0.719537,0.627398,0.892121,0.75718,0.748857,0.716216,0.013,0.001,0.02,0,20,0,111360,47350,6502,91.891892,40.810811,'Number of rules: 49\n',?,?,49
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,42,32,0,56.756757,43.243243,0,0.431998,0.186738,0.341458,61.751133,88.025416,157.749881,5453.040963,-5295.291082,2.131755,73.689743,-71.557988,76.611173,1.035286,3543.365163,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.567568,0.146706,0.853294,0.432432,0.579463,0.567568,0.567871,0.420834,0.799443,0.592669,0.638424,0.567568,0.012,0,0.01,0,10,0,94489,47350,6502,93.243243,50,'Number of rules: 46\n',?,?,46
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,50,24,0,67.567568,32.432432,0,0.572769,0.153832,0.312287,50.869677,80.505323,157.749881,7579.913643,-7422.163762,2.131755,102.431265,-100.29951,92.844447,1.254655,4294.174918,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.675676,0.098843,0.901157,0.324324,0.687085,0.675676,0.679591,0.576879,0.849699,0.693176,0.710203,0.675676,0.021,0,0.02,0,20,0,90707,47350,6502,86.486486,40.27027,'Number of rules: 44\n',?,?,44
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,47,27,0,63.513514,36.486486,0,0.522238,0.167774,0.318565,55.250443,81.740817,160.103071,4370.179428,-4210.076356,2.163555,59.056479,-56.892924,88.390479,1.194466,4094.840398,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.635135,0.113759,0.886241,0.364865,0.642643,0.635135,0.630116,0.521266,0.857218,0.689336,0.661667,0.635135,0.013,0.001,0.01,0,10,0,115021,47350,6502,94.594595,44.594595,'Number of rules: 50\n',?,?,50
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,46,28,0,62.162162,37.837838,0,0.504543,0.167571,0.319287,55.18353,81.926198,160.103071,6510.409784,-6350.306713,2.163555,87.978511,-85.814956,85.654402,1.157492,3968.086905,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.621622,0.120193,0.879807,0.378378,0.627654,0.621622,0.623072,0.501123,0.839593,0.679805,0.661316,0.621622,0.012,0,0.01,0,10,0,90740,47350,6502,91.891892,44.054054,'Number of rules: 46\n',?,?,46
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,44,30,0,59.459459,40.540541,0,0.480215,0.158286,0.314682,52.125767,80.744503,160.103071,6502.759946,-6342.656874,2.163555,87.875134,-85.711579,91.423048,1.235447,4235.329316,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.594595,0.110891,0.889109,0.405405,0.63317,0.594595,0.590792,0.486962,0.855718,0.687307,0.640238,0.594595,0.013,0,0.01,0,10,0,107881,47350,6502,91.891892,41.081081,'Number of rules: 52\n',?,?,52
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,45,29,0,60.810811,39.189189,0,0.479758,0.159093,0.305718,52.300038,78.290754,160.876664,2219.269774,-2058.393109,2.174009,29.990132,-27.816123,90.905108,1.228447,4213.581965,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.608108,0.137267,0.862733,0.391892,0.636486,0.608108,0.603038,0.485173,0.881733,0.716923,0.643007,0.608108,0.013,0,0.01,0,10,0,88141,47350,6502,95.945946,44.054054,'Number of rules: 45\n',?,?,45
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,44,30,0,59.459459,40.540541,0,0.478506,0.171818,0.324993,56.483069,83.226661,160.876664,5440.650664,-5279.774,2.174009,73.522306,-71.348297,87.381082,1.180825,4050.23828,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.594595,0.118241,0.881759,0.405405,0.622819,0.594595,0.595411,0.479151,0.844553,0.663156,0.649894,0.594595,0.014,0,0.01,0,10,0,101584,47350,6502,91.891892,44.594595,'Number of rules: 46\n',?,?,46
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,1,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,50,24,0,67.567568,32.432432,0,0.576032,0.159709,0.300154,52.502533,76.865937,160.876664,3291.031418,-3130.154754,2.174009,44.473398,-42.299389,93.086033,1.257919,4314.670956,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.675676,0.101472,0.898528,0.324324,0.687821,0.675676,0.677337,0.577671,0.874753,0.718058,0.710872,0.675676,0.01,0,0.02,0,20,0,85384,47350,6502,95.945946,44.864865,'Number of rules: 44\n',?,?,44
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.53414,0.160173,0.314575,52.824359,80.849904,158.811023,6508.498779,-6349.687756,2.146095,87.952686,-85.806591,89.97789,1.215917,4164.647729,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.648649,0.120369,0.879631,0.351351,0.650863,0.648649,0.645129,0.529907,0.843078,0.691714,0.687772,0.648649,0.012,0.001,0.01,0,10,0,104350,47350,6502,91.891892,42.702703,'Number of rules: 47\n',?,?,47
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.537278,0.160068,0.308708,52.789551,79.341929,158.811023,7577.399002,-7418.587978,2.146095,102.397284,-100.251189,89.648694,1.211469,4149.410811,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.648649,0.110644,0.889356,0.351351,0.650959,0.648649,0.64911,0.537454,0.843353,0.673244,0.683721,0.648649,0.013,0,0.01,0,10,0,119666,47350,6502,89.189189,41.891892,'Number of rules: 56\n',?,?,56
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,52,22,0,70.27027,29.72973,0,0.609779,0.124707,0.268711,41.067691,68.948824,160.103071,3269.923233,-3109.820161,2.163555,44.188152,-42.024597,108.269483,1.463101,5015.76928,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.702703,0.0981,0.9019,0.297297,0.707344,0.702703,0.70163,0.604404,0.92043,0.80615,0.73663,0.702703,0.012,0,0.01,0,10,0,114288,47350,6502,95.945946,38.918919,'Number of rules: 59\n',?,?,59
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,41,33,0,55.405405,44.594595,0,0.420228,0.193003,0.355605,63.558555,91.245146,160.103071,7600.081679,-7439.978608,2.163555,102.703806,-100.540251,76.859655,1.038644,3560.655216,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.554054,0.138816,0.861184,0.445946,0.577332,0.554054,0.539261,0.420679,0.784036,0.565869,0.593062,0.554054,0.012,0,0.01,0,10,0,98030,47350,6502,87.837838,44.054054,'Number of rules: 45\n',?,?,45
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,44,30,0,59.459459,40.540541,0,0.464027,0.166865,0.317319,54.951159,81.42113,160.103071,4376.646188,-4216.543117,2.163555,59.143867,-56.980312,86.873165,1.173962,4024.548191,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.594595,0.138722,0.861278,0.405405,0.595023,0.594595,0.591859,0.457652,0.848267,0.690265,0.630628,0.594595,0.01,0,0.01,0,10,0,95278,47350,6502,90.540541,45.405405,'Number of rules: 47\n',?,?,47
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,46,28,0,62.162162,37.837838,0,0.507955,0.163501,0.316528,53.843073,81.218189,160.103071,5435.370861,-5275.26779,2.163555,73.450958,-71.287403,89.450153,1.208786,4143.931576,1,5,0.028986,2,0.971014,67,0,0,0.714286,1,0.833333,0.832816,0.985507,0.714286,0.621622,0.113147,0.886853,0.378378,0.654308,0.621622,0.616913,0.513338,0.864838,0.678478,0.635514,0.621622,0.016,0,0.01,0,10,0,110669,47350,6502,93.243243,45.405405,'Number of rules: 48\n',?,?,48
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,43,31,0,58.108108,41.891892,0,0.442663,0.179912,0.339604,59.24767,87.139391,160.103071,6522.577966,-6362.474895,2.163555,88.142945,-85.97939,79.429411,1.07337,3679.70354,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.581081,0.151716,0.848284,0.418919,0.5875,0.581081,0.573434,0.434236,0.816203,0.624345,0.620758,0.581081,0.012,0,0,0,0,0,110015,47350,6502,90.540541,45.675676,'Number of rules: 51\n',?,?,51
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,55,19,0,74.324324,25.675676,0,0.665636,0.131888,0.273547,43.356695,70.052062,160.876664,1132.876692,-972.000028,2.174009,15.309144,-13.135136,105.030608,1.419333,4868.319099,1,5,0,0,1,69,0,0,1,1,1,1,1,1,0.743243,0.073957,0.926043,0.256757,0.75617,0.743243,0.746847,0.670679,0.92892,0.798544,0.768889,0.743243,0.011,0,0.01,0,10,0,109267,47350,6502,98.648649,41.351351,'Number of rules: 51\n',?,?,51
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,48,26,0,64.864865,35.135135,0,0.537166,0.164396,0.31144,54.267487,80.128073,158.523474,5436.028934,-5277.505461,2.142209,73.45985,-71.317641,88.806213,1.200084,4109.589466,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.648649,0.115455,0.884545,0.351351,0.670233,0.648649,0.649577,0.538764,0.854373,0.706877,0.696304,0.648649,0.011,0,0.02,0,20,0,113334,47350,6502,93.243243,45.135135,'Number of rules: 53\n',?,?,53
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,2,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,46,28,0,62.162162,37.837838,0,0.50947,0.171797,0.31373,56.710592,80.717383,158.523474,3296.289444,-3137.76597,2.142209,44.544452,-42.402243,84.104707,1.13655,3892.022958,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.621622,0.108577,0.891423,0.378378,0.672635,0.621622,0.624025,0.52352,0.860514,0.683772,0.673213,0.621622,0.01,0.001,0.01,0,10,0,92992,47350,6502,95.945946,46.756757,'Number of rules: 45\n',?,?,45
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,3,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,49,25,0,66.216216,33.783784,0,0.549659,0.146133,0.293169,48.194046,75.348214,158.811023,3283.219683,-3124.40866,2.146095,44.367834,-42.221739,94.88976,1.282294,4391.99481,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.662162,0.113751,0.886249,0.337838,0.654971,0.662162,0.653993,0.549188,0.888169,0.726963,0.67935,0.662162,0.012,0,0.01,0,10,0,86823,47350,6502,95.945946,41.891892,'Number of rules: 40\n',?,?,40
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,3,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,40,34,0,54.054054,45.945946,0,0.389024,0.181998,0.337626,60.022083,86.774217,158.811023,5447.639841,-5288.828818,2.146095,73.616755,-71.47066,77.870668,1.052306,3604.262114,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.540541,0.158629,0.841371,0.459459,0.535108,0.540541,0.536794,0.382609,0.82207,0.643564,0.591067,0.540541,0.017,0,0.01,0,10,0,116209,47350,6502,91.891892,42.972973,'Number of rules: 54\n',?,?,54
pacman-weka.filters.unsupervised.attribute.Remove-R3-15,3,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20190227.2037,666,74,42,32,0,56.756757,43.243243,0,0.430221,0.183868,0.346416,60.638764,89.033311,158.811023,6525.87225,-6367.061226,2.146095,88.187463,-86.041368,77.772277,1.050977,3599.7081,1,4,0,0,1,70,0,0,1,1,1,1,1,1,0.567568,0.142657,0.857343,0.432432,0.58914,0.567568,0.566647,0.433506,0.80403,0.632091,0.622268,0.567568,0.017,0,0.01,0,10,0,105920,47350,6502,90.540541,46.216216,'Number of rules: 50\n',?,?,50
